50
0	6 10 12 15 18 19 20 25 42 48 
1	2 4 5 6 18 21 28 29 31 35 39 40 42 44 47 
2	1 3 6 7 11 13 14 15 16 17 18 20 21 23 25 26 31 32 33 34 35 36 37 38 39 42 43 44 47 49 
3	2 4 8 11 16 18 25 45 48 
4	1 3 6 11 24 25 26 28 32 33 36 45 46 48 
5	1 10 17 18 19 20 21 23 24 25 29 35 36 38 40 
6	0 1 2 4 7 8 10 11 12 13 18 19 20 21 22 23 24 26 28 29 30 32 34 35 39 40 41 42 45 49 
7	2 6 8 9 19 22 29 33 35 39 40 41 42 43 45 
8	3 6 7 10 12 16 17 18 19 20 21 22 23 24 25 26 28 29 31 33 35 37 38 40 42 44 45 46 48 
9	7 18 27 44 47 48 49 
10	0 5 6 8 12 13 15 17 18 19 20 21 22 23 25 29 30 31 32 34 35 41 44 46 
11	2 3 4 6 14 15 17 18 20 23 24 25 27 30 38 40 41 42 45 47 48 49 
12	0 6 8 10 17 18 19 20 24 26 47 
13	2 6 10 19 20 22 25 26 28 34 37 39 45 47 48 
14	2 11 17 20 23 24 28 35 40 45 
15	0 2 10 11 16 18 20 27 28 39 42 44 49 
16	2 3 8 15 18 20 23 25 26 27 31 33 35 40 42 47 
17	2 5 8 10 11 12 14 18 19 20 25 26 27 28 29 30 33 34 35 36 38 39 44 48 49 
18	0 1 2 3 5 6 8 9 10 11 12 15 16 17 19 20 21 22 24 25 26 28 29 30 31 32 33 34 35 37 38 40 43 46 47 
19	0 5 6 7 8 10 12 13 17 18 20 21 22 23 28 30 31 32 33 35 36 37 38 39 40 43 44 46 47 48 49 
20	0 2 5 6 8 10 11 12 13 14 15 16 17 18 19 23 25 26 28 30 32 39 40 42 44 45 46 49 
21	1 2 5 6 8 10 18 19 22 25 26 27 30 34 35 36 39 
22	6 7 8 10 13 18 19 21 25 35 45 
23	2 5 6 8 10 11 14 16 19 20 25 27 30 35 44 46 
24	4 5 6 8 11 12 14 18 29 33 34 35 36 39 40 
25	0 2 3 4 5 8 10 11 13 16 17 18 20 21 22 23 26 27 28 29 31 32 33 35 38 39 41 42 44 45 47 48 49 
26	2 4 6 8 12 13 16 17 18 20 21 25 28 29 37 
27	9 11 15 16 17 21 23 25 37 49 
28	1 4 6 8 13 14 15 17 18 19 20 25 26 35 37 39 43 46 48 
29	1 5 6 7 8 10 17 18 24 25 26 33 35 39 
30	6 10 11 17 18 19 20 21 23 34 44 
31	1 2 8 10 16 18 19 25 33 34 45 
32	2 4 6 10 18 19 20 25 34 41 45 46 48 49 
33	2 4 7 8 16 17 18 19 24 25 29 31 36 37 41 43 46 47 48 
34	2 6 10 13 17 18 21 24 30 31 32 35 37 43 46 49 
35	1 2 5 6 7 8 10 14 16 17 18 19 21 22 23 24 25 28 29 34 36 37 39 40 42 43 45 46 47 48 49 
36	2 4 5 17 19 21 24 33 35 37 44 45 47 
37	2 8 13 18 19 26 27 28 33 34 35 36 39 
38	2 5 8 11 17 18 19 25 40 41 46 47 48 
39	1 2 6 7 13 15 17 19 20 21 24 25 28 29 35 37 42 44 45 46 
40	1 5 6 7 8 11 14 16 18 19 20 24 35 38 42 44 47 
41	6 7 10 11 25 32 33 38 45 49 
42	0 1 2 6 7 8 11 15 16 20 25 35 39 40 47 
43	2 7 18 19 28 33 34 35 
44	1 2 8 9 10 15 17 19 20 23 25 30 36 39 40 49 
45	3 4 6 7 8 11 13 14 20 22 25 31 32 35 36 39 41 49 
46	4 8 10 18 19 20 23 28 32 33 34 35 38 39 49 
47	1 2 9 11 12 13 16 18 19 25 33 35 36 38 40 42 48 49 
48	0 3 4 8 9 11 13 17 19 25 28 32 33 35 38 47 
49	2 6 9 11 15 17 19 20 25 27 32 34 35 41 44 45 46 47 

