50
0	1 3 5 7 9 10 12 13 15 17 21 25 26 27 29 31 35 36 37 38 39 40 43 44 46 
1	0 3 7 12 14 19 23 26 28 29 33 35 42 46 
2	14 18 19 26 28 30 35 38 
3	0 1 10 12 19 21 23 24 25 27 29 39 40 42 44 48 
4	7 10 12 14 19 22 24 29 33 36 40 42 46 
5	0 6 10 22 23 24 40 43 48 
6	5 12 13 14 19 20 33 38 44 49 
7	0 1 4 8 9 10 13 16 18 19 21 24 26 27 28 31 32 33 38 40 41 42 43 45 46 
8	7 11 13 18 19 23 26 32 33 34 38 40 46 48 
9	0 7 10 11 14 15 17 19 21 27 28 33 36 37 40 47 
10	0 3 4 5 7 9 14 15 18 19 23 25 27 28 30 32 34 36 38 40 42 43 44 47 49 
11	8 9 17 19 23 25 29 31 37 42 44 45 47 
12	0 1 3 4 6 13 14 19 24 31 33 37 41 43 44 46 47 49 
13	0 6 7 8 12 14 21 22 23 28 32 35 38 39 40 44 48 
14	1 2 4 6 9 10 12 13 17 18 19 20 21 24 26 29 30 31 34 35 36 38 39 40 41 43 45 47 48 
15	0 9 10 18 19 28 37 38 43 
16	7 19 21 29 30 31 33 36 38 40 41 46 
17	0 9 11 14 19 23 33 39 40 44 49 
18	2 7 8 10 14 15 21 22 23 28 32 33 40 47 
19	1 2 3 4 6 7 8 9 10 11 12 14 15 16 17 22 23 26 27 29 31 34 35 36 37 38 39 40 42 43 44 45 46 47 49 
20	6 14 21 23 27 31 32 33 38 40 43 
21	0 3 7 9 13 14 16 18 20 38 42 43 46 
22	4 5 13 18 19 32 36 38 41 44 48 
23	1 3 5 8 10 11 13 17 18 19 20 25 27 32 40 45 47 49 
24	3 4 5 7 12 14 44 
25	0 3 10 11 23 38 41 46 
26	0 1 2 7 8 14 19 30 37 38 45 47 49 
27	0 3 7 9 10 19 20 23 30 33 39 40 43 44 
28	1 2 7 9 10 13 15 18 37 38 39 41 44 46 47 
29	0 1 3 4 11 14 16 19 40 47 
30	2 10 14 16 26 27 31 34 40 48 
31	0 7 11 12 14 16 19 20 30 35 37 45 
32	7 8 10 13 18 20 22 23 38 40 42 43 48 49 
33	1 4 6 7 8 9 12 16 17 18 20 27 38 41 46 
34	8 10 14 19 30 40 41 42 43 
35	0 1 2 13 14 19 31 37 38 
36	0 4 9 10 14 16 19 22 38 41 42 44 46 
37	0 9 11 12 15 19 26 28 31 35 40 
38	0 2 6 7 8 10 13 14 15 16 19 20 21 22 25 26 28 32 33 35 36 41 42 43 45 48 
39	0 3 13 14 17 19 27 28 44 46 
40	0 3 4 5 7 8 9 10 13 14 16 17 18 19 20 23 27 29 30 32 34 37 
41	7 12 14 16 22 25 28 33 34 36 38 45 47 
42	1 3 4 7 10 11 19 21 32 34 36 38 43 46 
43	0 5 7 10 12 14 15 19 20 21 27 32 34 38 42 
44	0 3 6 10 11 12 13 17 19 22 24 27 28 36 39 45 
45	7 11 14 19 23 26 31 38 41 44 46 48 
46	0 1 4 7 8 12 16 19 21 25 28 33 36 39 42 45 
47	9 10 11 12 14 18 19 23 26 28 29 41 
48	3 5 8 13 14 22 30 32 38 45 49 
49	6 10 12 17 19 23 26 32 48 

