50
0	1 3 7 9 11 17 20 21 22 24 31 32 38 44 47 
1	0 6 9 16 23 24 31 33 35 36 42 
2	9 10 20 25 26 30 31 32 46 
3	0 10 16 19 23 31 33 34 36 43 46 
4	11 31 36 41 43 46 
5	9 11 16 18 20 23 32 36 41 43 45 46 47 
6	1 24 25 27 32 33 34 35 36 39 45 46 
7	0 8 9 12 14 16 26 36 39 43 
8	7 9 10 14 18 20 21 22 23 25 28 29 32 33 35 36 40 41 42 44 45 46 49 
9	0 1 2 5 7 8 11 13 14 17 18 21 22 23 24 25 27 28 29 30 35 36 37 40 41 45 46 48 49 
10	2 3 8 18 31 33 34 47 
11	0 4 5 9 13 18 22 24 28 30 32 34 35 39 42 46 47 49 
12	7 15 20 24 25 31 32 34 35 43 45 46 
13	9 11 21 26 27 32 34 35 40 
14	7 8 9 15 22 24 33 46 47 48 49 
15	12 14 28 33 36 37 40 42 43 47 
16	1 3 5 7 19 20 25 26 27 31 32 36 38 41 43 44 45 
17	0 9 25 33 34 36 39 41 45 
18	5 8 9 10 11 28 31 42 49 
19	3 16 20 22 28 29 36 39 47 
20	0 2 5 8 12 16 19 25 30 31 32 33 36 
21	0 8 9 13 22 26 30 31 32 37 45 47 
22	0 8 9 11 14 19 21 31 32 36 39 43 45 
23	1 3 5 8 9 26 27 31 43 47 
24	0 1 6 9 11 12 14 30 32 36 44 
25	2 6 8 9 12 16 17 20 32 33 37 43 44 46 
26	2 7 13 16 21 23 32 33 34 35 37 38 39 41 44 46 49 
27	6 9 13 16 23 40 43 44 47 49 
28	8 9 11 15 18 19 31 36 40 43 44 45 46 48 
29	8 9 19 30 32 34 37 43 44 48 
30	2 9 11 20 21 24 29 31 33 34 36 38 45 46 47 49 
31	0 1 2 3 4 10 12 16 18 20 21 22 23 28 30 32 34 36 37 38 40 42 44 45 47 49 
32	0 2 5 6 8 11 12 13 16 20 21 22 24 25 26 29 31 33 34 35 36 37 38 40 41 43 47 49 
33	1 3 6 8 10 14 15 17 20 25 26 30 32 34 37 41 44 45 46 47 48 49 
34	3 6 10 11 12 13 17 26 29 30 31 32 33 37 39 40 44 45 49 
35	1 6 8 9 11 12 13 26 32 36 43 
36	1 3 4 5 6 7 8 9 15 16 17 19 20 22 24 28 30 31 32 35 37 39 43 46 48 
37	9 15 21 25 26 29 31 32 33 34 36 49 
38	0 16 26 30 31 32 41 42 45 
39	6 7 11 17 19 22 26 34 36 42 
40	8 9 13 15 27 28 31 32 34 42 43 46 
41	4 5 8 9 16 17 26 32 33 38 43 46 48 49 
42	1 8 11 15 18 31 38 39 40 46 47 
43	3 4 5 7 12 15 16 22 23 25 27 28 29 32 35 36 40 41 46 48 
44	0 8 16 24 25 26 27 28 29 31 33 34 46 
45	5 6 8 9 12 16 17 21 22 28 30 31 33 34 38 
46	2 3 4 5 6 8 9 11 12 14 25 26 28 30 33 36 40 41 42 43 44 
47	0 5 10 11 14 15 19 21 23 27 30 31 32 33 42 49 
48	9 14 28 29 33 36 41 43 
49	8 9 11 14 18 26 27 30 31 32 33 34 37 41 47 

