50
0	4 20 27 31 37 44 48 
1	15 16 21 23 25 27 31 34 35 41 42 45 46 
2	4 11 16 24 31 40 46 49 
3	5 8 21 22 25 33 34 35 44 48 
4	0 2 5 6 9 12 13 14 17 32 40 43 47 
5	3 4 6 7 8 9 10 12 13 15 18 26 30 32 35 39 42 46 
6	4 5 7 8 10 16 18 21 25 27 34 36 37 41 43 46 47 48 49 
7	5 6 24 29 35 38 39 44 46 
8	3 5 6 12 14 17 19 23 24 29 34 49 
9	4 5 10 21 27 28 29 31 39 44 
10	5 6 9 23 30 45 47 
11	2 20 33 36 38 41 44 46 47 
12	4 5 8 16 17 19 23 25 26 27 28 31 32 35 36 37 38 44 
13	4 5 20 32 34 36 41 43 44 45 
14	4 8 15 17 21 23 30 31 34 40 44 
15	1 5 14 26 29 39 44 45 49 
16	1 2 6 12 21 23 25 31 37 38 40 42 44 
17	4 8 12 14 20 23 24 25 27 31 32 34 36 38 42 44 47 
18	5 6 21 22 26 32 37 44 46 49 
19	8 12 29 39 42 44 
20	0 11 13 17 26 27 35 36 39 48 
21	1 3 6 9 14 16 18 32 35 40 41 44 
22	3 18 29 30 32 36 43 44 
23	1 8 10 12 14 16 17 31 35 49 
24	2 7 8 17 27 28 29 34 35 38 40 42 43 
25	1 3 6 12 16 17 26 30 32 34 44 46 47 
26	5 12 15 18 20 25 27 28 32 44 45 48 
27	0 1 6 9 12 17 20 24 26 28 29 32 
28	9 12 24 26 27 31 32 38 42 44 46 47 49 
29	7 8 9 15 19 22 24 27 30 32 42 43 44 49 
30	5 10 14 22 25 29 37 38 44 45 49 
31	0 1 2 9 12 14 16 17 23 28 34 39 46 
32	4 5 12 13 17 18 21 22 25 26 27 28 29 33 37 42 43 44 45 46 
33	3 11 32 36 37 40 44 46 
34	1 3 6 8 13 14 17 24 25 31 42 
35	1 3 5 7 12 20 21 23 24 40 42 44 49 
36	6 11 12 13 17 20 22 33 38 40 43 
37	0 6 12 16 18 30 32 33 44 46 49 
38	7 11 12 16 17 24 28 30 36 43 46 
39	5 7 9 15 19 20 31 44 45 
40	2 4 14 16 21 24 33 35 36 44 45 46 
41	1 6 11 13 21 44 46 49 
42	1 5 16 17 19 24 28 29 32 34 35 44 46 47 
43	4 6 13 22 24 29 32 36 38 44 46 48 
44	0 3 7 9 11 12 13 14 15 16 17 18 19 21 22 25 26 28 29 30 32 33 35 37 39 40 41 42 43 45 47 48 49 
45	1 10 13 15 26 30 32 39 40 44 49 
46	1 2 5 6 7 11 18 25 28 31 32 33 37 38 40 41 42 43 49 
47	4 6 10 11 17 25 28 42 44 
48	0 3 6 20 26 43 44 
49	2 6 8 15 18 23 28 29 30 35 37 41 44 45 46 

