50
0	2 8 10 11 12 13 20 25 27 28 33 35 37 39 41 
1	9 12 13 21 23 25 27 41 45 48 
2	0 7 10 14 16 19 21 24 27 35 37 38 41 44 46 
3	4 5 6 12 14 16 18 19 20 25 27 28 29 36 41 45 
4	3 6 8 11 19 23 24 27 35 36 40 
5	3 6 7 12 16 20 21 27 35 41 47 
6	3 4 5 12 15 18 21 35 45 
7	2 5 12 13 15 16 17 18 22 27 35 42 
8	0 4 9 11 12 16 21 23 24 25 29 35 36 38 40 41 42 43 
9	1 8 13 15 18 19 21 26 35 36 41 45 
10	0 2 13 19 23 25 27 30 32 33 37 41 45 
11	0 4 8 14 17 19 23 27 28 29 31 35 36 41 46 
12	0 1 3 5 6 7 8 13 14 15 18 19 21 22 23 25 27 28 29 32 33 35 38 39 40 41 42 43 44 46 47 49 
13	0 1 7 9 10 12 15 18 19 21 22 25 28 31 34 35 36 37 40 41 45 47 48 
14	2 3 11 12 16 27 35 40 45 49 
15	6 7 9 12 13 19 20 23 36 39 40 41 43 
16	2 3 5 7 8 14 17 19 21 32 35 38 39 41 42 45 47 
17	7 11 16 21 27 33 34 37 42 
18	3 6 7 9 12 13 19 20 23 27 31 33 35 36 38 40 43 
19	2 3 4 9 10 11 12 13 15 16 18 20 22 26 27 28 29 30 31 32 33 35 36 38 39 40 41 44 45 46 48 
20	0 3 5 15 18 19 26 29 34 35 
21	1 2 5 6 8 9 12 13 16 17 26 27 35 37 38 40 41 42 45 46 47 48 
22	7 12 13 19 26 27 29 34 35 38 
23	1 4 8 10 11 12 15 18 25 27 29 32 35 38 40 41 42 45 46 49 
24	2 4 8 32 35 41 
25	0 1 3 8 10 12 13 23 27 35 46 
26	9 19 20 21 22 28 33 35 37 40 45 48 
27	0 1 2 3 4 5 7 10 11 12 14 17 18 19 21 22 23 25 28 29 31 32 33 34 35 36 37 38 39 40 41 43 44 45 47 48 49 
28	0 3 11 12 13 19 26 27 28 35 37 44 46 
29	3 8 11 12 19 20 22 23 27 36 38 40 49 
30	10 19 35 38 42 
31	11 13 18 19 27 35 41 42 45 46 
32	10 12 16 19 23 24 27 33 35 37 39 42 43 49 
33	0 10 12 17 18 19 26 27 32 36 40 41 42 46 
34	13 17 20 22 27 35 36 39 41 42 
35	0 2 4 5 6 7 8 9 11 12 13 14 16 18 19 20 21 22 23 24 25 26 27 28 30 31 32 34 36 37 39 40 41 43 46 48 
36	3 4 8 9 11 13 15 18 19 27 29 33 34 35 38 41 43 44 
37	0 2 10 13 17 21 26 27 28 32 35 43 46 
38	2 8 12 16 18 19 21 22 23 27 29 30 36 41 46 48 
39	0 12 15 16 19 27 32 34 35 41 
40	4 8 12 13 14 15 18 19 21 23 26 27 29 33 35 43 45 46 47 
41	0 1 2 3 5 8 9 10 11 12 13 15 16 19 21 23 24 27 31 33 34 35 36 38 39 43 47 48 49 
42	7 8 12 16 17 21 23 30 31 32 33 34 48 
43	8 12 15 18 27 32 35 36 37 40 41 45 
44	2 12 19 27 28 36 48 49 
45	1 3 6 9 10 13 14 16 19 21 23 26 27 31 40 43 
46	2 11 12 19 21 23 25 28 31 33 35 37 38 40 48 49 
47	5 12 13 16 21 27 40 41 48 49 
48	1 13 19 21 26 27 35 38 41 42 44 46 47 
49	12 14 23 27 29 32 41 44 46 47 

