50
0	2 17 21 25 27 30 34 35 42 49 
1	2 6 7 10 12 17 21 22 23 24 28 30 31 33 34 37 38 39 44 49 
2	0 1 4 10 13 18 21 23 36 38 47 
3	4 18 20 25 34 36 37 38 39 42 
4	2 3 6 7 13 15 25 27 30 31 35 36 
5	12 20 28 32 43 47 
6	1 4 13 25 28 29 30 
7	1 4 17 25 26 30 31 35 44 
8	10 16 22 25 29 32 40 42 47 
9	10 14 15 18 20 21 24 29 32 39 41 42 48 49 
10	1 2 8 9 17 18 19 20 24 27 32 36 44 
11	13 22 25 26 28 34 36 42 45 46 49 
12	1 5 21 28 32 35 36 47 
13	2 4 6 11 14 18 30 32 34 36 37 41 42 45 
14	9 13 21 23 26 27 36 41 42 43 47 
15	4 9 16 19 28 32 33 34 35 36 37 40 41 
16	8 15 19 22 25 33 36 45 
17	0 1 7 10 19 22 27 28 36 40 44 
18	2 3 9 10 13 20 21 24 25 26 27 28 29 30 33 36 46 47 48 49 
19	10 15 16 17 29 34 37 48 
20	3 5 9 10 18 22 25 26 49 
21	0 1 2 9 12 14 18 22 28 32 34 45 47 
22	1 8 11 16 17 20 21 24 27 29 32 34 36 42 45 46 48 49 
23	1 2 14 28 30 31 33 36 38 39 44 48 
24	1 9 10 18 22 25 26 34 35 
25	0 3 4 6 7 8 11 16 18 20 24 26 27 28 32 36 37 38 40 42 44 46 48 49 
26	7 11 14 18 20 24 25 27 28 30 32 40 45 
27	0 4 10 14 17 18 22 25 26 29 36 45 47 48 
28	1 5 6 11 12 15 17 18 21 23 25 26 28 35 40 42 43 49 
29	6 8 9 18 19 22 27 31 33 36 40 41 43 49 
30	0 1 4 6 7 13 18 23 26 32 33 42 44 
31	1 4 7 23 29 41 43 44 47 49 
32	5 8 9 10 12 13 15 21 22 25 26 30 35 43 44 45 
33	1 15 16 18 23 29 30 36 40 42 43 45 
34	0 1 3 11 13 15 19 21 22 24 35 36 37 39 42 43 46 49 
35	0 4 7 12 15 24 28 32 34 36 43 46 49 
36	2 3 4 10 11 12 13 14 15 16 17 18 22 23 25 27 29 33 34 35 37 39 40 41 42 44 45 46 47 48 49 
37	1 3 13 15 19 25 34 36 38 39 40 42 46 47 48 
38	1 2 3 23 25 37 41 43 47 
39	1 3 9 23 34 36 37 43 47 49 
40	8 15 17 25 26 28 29 33 36 37 42 45 
41	9 13 14 15 29 31 36 38 42 44 
42	0 3 8 9 11 13 14 22 25 28 30 33 34 36 37 40 41 45 46 48 
43	5 14 28 29 31 32 33 34 35 38 39 45 49 
44	1 7 10 17 23 25 30 31 32 36 41 45 
45	11 13 16 21 22 26 27 32 33 36 40 42 43 44 47 48 
46	11 18 22 25 34 35 36 37 42 49 
47	2 5 8 12 14 18 21 27 31 36 37 38 39 45 
48	9 18 19 22 23 25 27 36 37 42 45 
49	0 1 9 11 18 20 22 25 28 29 31 34 35 36 39 43 46 

