50
0	1 2 5 8 9 11 12 13 18 20 22 23 29 33 35 37 41 42 44 45 46 47 48 49 
1	0 6 10 18 19 25 30 33 41 45 
2	0 3 10 15 29 32 34 41 45 46 
3	2 11 24 33 42 45 
4	13 34 41 47 
5	0 9 14 16 39 42 48 
6	1 7 8 11 23 26 27 44 
7	6 10 11 18 20 21 23 32 34 37 40 42 45 48 
8	0 6 11 21 23 31 40 41 42 45 
9	0 5 17 23 28 34 41 48 
10	1 2 7 17 18 21 22 23 24 26 29 31 35 36 37 42 44 45 47 
11	0 3 6 7 8 16 19 22 28 44 
12	0 21 23 24 26 34 35 42 
13	0 4 26 32 35 36 41 44 
14	5 16 17 20 21 25 30 34 42 
15	2 20 23 28 30 32 33 38 41 
16	5 11 14 19 20 23 27 28 41 43 44 
17	9 10 14 23 25 41 45 49 
18	0 1 7 10 23 24 26 28 29 36 43 48 
19	1 11 16 23 27 28 34 36 37 45 47 
20	0 7 14 15 16 27 39 45 46 48 
21	7 8 10 12 14 23 28 39 40 42 43 46 47 
22	0 10 11 25 33 34 41 45 48 
23	0 6 7 8 9 10 12 15 16 17 18 19 21 24 25 26 27 28 30 31 34 35 36 37 38 39 41 42 43 44 45 47 48 
24	3 10 12 18 23 25 29 33 43 47 
25	1 14 17 22 23 24 28 40 42 44 46 
26	6 10 12 13 18 23 27 40 42 44 46 
27	6 16 19 20 23 26 29 33 38 39 41 45 46 47 
28	9 11 15 16 18 19 21 23 25 28 30 41 43 45 47 
29	0 2 10 18 24 27 32 41 
30	1 14 15 23 28 44 46 47 
31	8 10 23 34 35 40 41 43 47 
32	2 7 13 15 29 33 38 39 41 45 
33	0 1 3 15 22 24 27 32 36 37 40 41 42 44 46 48 
34	2 4 7 9 12 14 19 22 23 31 36 38 40 41 48 
35	0 10 12 13 23 31 39 42 
36	10 13 18 19 23 33 34 41 42 44 45 
37	0 7 10 19 23 33 42 47 48 49 
38	15 23 27 32 34 42 43 
39	5 20 21 23 27 32 35 46 49 
40	7 8 21 25 26 31 33 34 44 45 
41	0 1 2 4 8 9 13 15 16 17 22 23 27 28 29 31 32 33 34 36 42 46 49 
42	0 3 5 7 8 10 12 14 21 23 25 26 33 35 36 37 38 41 46 48 49 
43	16 18 21 23 24 28 31 38 
44	0 6 10 11 13 16 23 25 26 30 33 36 40 45 48 
45	0 1 2 3 7 8 10 17 19 20 22 23 27 28 32 36 40 44 48 
46	0 2 20 21 25 26 27 30 33 39 41 42 49 
47	0 4 10 19 21 23 24 27 28 30 31 37 
48	0 5 7 9 18 20 22 23 33 34 37 42 44 45 
49	0 17 37 39 41 42 46 

