50
0	1 4 26 27 33 34 35 36 47 
1	0 4 5 8 10 13 16 18 24 35 41 49 
2	3 5 12 17 23 26 27 33 35 41 49 
3	2 5 9 10 15 27 30 31 36 41 43 46 47 49 
4	0 1 7 9 25 29 30 31 34 36 40 41 46 
5	1 2 3 6 12 15 16 18 22 25 27 29 30 35 39 41 
6	5 8 12 13 20 21 22 24 26 31 32 36 37 41 49 
7	4 9 16 29 34 41 
8	1 6 10 13 16 26 29 33 38 43 46 49 
9	3 4 7 16 18 20 22 23 28 29 31 33 36 41 42 44 47 
10	1 3 8 24 25 27 28 33 34 36 37 40 42 43 44 45 46 
11	13 15 16 21 28 29 38 41 42 47 49 
12	2 5 6 13 31 33 36 39 41 45 47 48 
13	1 6 8 11 12 14 15 18 20 23 24 26 27 31 32 34 35 41 44 45 47 
14	13 17 32 33 35 41 46 48 
15	3 5 11 13 23 24 27 34 40 
16	1 5 7 8 9 11 18 19 23 25 27 30 32 33 34 41 44 47 
17	2 14 20 21 24 30 35 41 47 49 
18	1 5 9 13 16 19 33 35 41 42 49 
19	16 18 27 31 32 36 37 41 45 
20	6 9 13 17 22 30 32 34 37 41 42 44 
21	6 11 17 25 26 32 36 37 38 41 44 45 
22	5 6 9 20 24 26 33 35 41 43 49 
23	2 9 13 15 16 26 28 35 41 42 47 49 
24	1 6 10 13 15 17 22 29 31 35 37 41 47 49 
25	4 5 10 16 21 30 31 33 39 41 47 
26	0 2 6 8 13 21 22 23 36 44 
27	0 2 3 5 10 13 15 16 19 31 38 39 41 44 
28	9 10 11 23 32 35 39 41 42 43 47 
29	4 5 7 8 9 11 24 32 40 41 47 49 
30	3 4 5 16 17 20 25 35 43 
31	3 4 6 9 12 13 19 24 25 27 35 38 41 43 
32	6 13 14 16 19 20 21 28 29 35 36 37 38 40 49 
33	0 2 8 9 10 12 14 16 18 22 25 36 41 42 43 45 47 48 
34	0 4 7 10 13 15 16 20 
35	0 1 2 5 13 14 17 18 22 23 24 28 30 31 32 37 39 41 44 47 49 
36	0 3 4 6 9 10 12 19 21 26 32 33 40 47 
37	6 10 19 20 21 24 32 35 38 39 43 44 46 
38	8 11 21 27 31 32 37 41 47 
39	5 12 25 27 28 35 37 41 43 45 49 
40	4 10 15 29 32 36 44 47 
41	1 2 3 4 5 6 7 9 11 12 13 14 16 17 18 19 20 21 22 23 24 25 27 28 29 31 33 35 38 39 42 43 44 47 48 49 
42	9 10 11 18 20 23 28 33 41 47 49 
43	3 8 10 22 28 30 31 33 37 39 41 46 47 
44	9 10 13 16 20 21 26 27 35 37 40 41 47 
45	10 12 13 19 21 33 39 49 
46	3 4 8 10 14 37 43 47 48 
47	0 3 9 11 12 13 16 17 23 24 25 28 29 33 35 36 38 40 41 42 43 44 46 
48	12 14 33 41 46 
49	1 2 3 6 8 11 17 18 22 23 24 29 32 35 39 41 42 45 

