50
0	3 5 17 18 23 25 29 33 40 43 48 
1	2 4 5 6 7 9 10 11 13 15 17 18 19 20 21 22 23 30 33 35 36 37 38 41 42 44 45 46 47 
2	1 5 6 26 46 48 
3	0 4 6 8 9 10 13 16 18 21 28 31 32 33 34 36 37 39 43 45 46 
4	1 3 6 10 21 23 30 34 40 46 
5	0 1 2 22 41 42 45 46 48 
6	1 2 3 4 9 10 11 12 14 17 19 27 28 29 30 32 33 35 36 37 38 39 41 42 44 
7	1 10 19 26 28 30 32 35 37 42 46 49 
8	3 11 18 24 25 28 31 32 36 37 39 45 46 47 
9	1 3 6 12 17 21 25 28 29 31 32 37 39 40 41 45 46 48 49 
10	1 3 4 6 7 15 18 21 26 27 32 33 34 45 46 47 49 
11	1 6 8 27 29 42 43 46 47 
12	6 9 14 20 21 25 28 29 35 40 43 44 47 48 
13	1 3 24 32 36 37 43 46 48 49 
14	6 12 16 19 25 27 33 35 37 39 40 47 48 
15	1 10 19 23 29 40 43 
16	3 14 18 22 23 24 29 43 44 45 47 48 49 
17	0 1 6 9 22 27 29 39 46 48 49 
18	0 1 3 8 10 16 20 26 27 30 37 39 40 46 47 48 
19	1 6 7 14 15 24 26 37 43 47 
20	1 12 18 21 33 37 40 42 43 45 49 
21	1 3 4 9 10 12 20 23 26 28 34 42 46 48 
22	1 5 16 17 23 27 29 40 45 46 48 
23	0 1 4 15 16 21 22 26 27 29 31 40 45 46 47 48 
24	8 13 16 19 31 36 38 44 47 
25	0 8 9 12 14 26 28 33 37 41 43 45 48 
26	2 7 10 18 19 21 23 25 27 28 30 35 38 40 41 47 
27	6 10 11 14 17 18 22 23 26 30 33 36 37 40 45 
28	3 6 7 8 9 12 21 25 26 37 38 39 42 46 47 48 
29	0 6 9 11 12 15 16 17 22 23 40 42 43 47 48 
30	1 4 6 7 18 26 27 37 
31	3 8 9 23 24 35 38 45 
32	3 6 7 8 9 10 13 
33	0 1 3 6 10 14 20 25 27 41 46 
34	3 4 10 21 37 39 40 44 45 46 48 49 
35	1 6 7 12 14 26 31 37 41 48 49 
36	1 3 6 8 13 24 27 37 40 41 42 46 
37	1 3 6 7 8 9 13 14 18 19 20 25 27 28 30 34 35 36 40 43 44 45 46 49 
38	1 6 24 26 28 31 40 45 46 47 
39	3 6 8 9 14 17 18 28 34 40 46 
40	0 4 9 12 14 15 18 20 22 23 26 27 29 34 36 37 38 39 45 46 47 
41	1 5 6 9 25 26 33 35 36 
42	1 5 6 7 11 20 21 28 29 36 47 48 
43	0 3 11 12 13 15 16 19 20 25 29 37 44 48 
44	1 6 12 16 24 34 37 43 48 
45	1 3 5 8 9 10 16 20 22 23 25 27 31 34 37 38 40 46 47 49 
46	1 2 3 4 5 7 8 9 10 11 13 17 18 21 22 23 28 33 34 36 37 38 39 40 45 47 48 49 
47	1 8 10 11 12 14 16 18 19 23 24 26 28 29 38 40 42 45 46 49 
48	0 2 5 9 12 13 14 16 17 18 21 22 23 25 28 29 34 35 42 43 44 46 
49	7 9 10 13 16 17 20 34 35 37 45 46 47 

