50
0	3 5 9 12 17 18 22 28 30 32 42 45 46 
1	3 4 6 8 10 20 23 32 36 44 
2	6 9 10 17 21 33 39 41 48 49 
3	0 1 10 15 17 18 21 30 33 38 42 46 
4	1 6 18 19 20 24 32 37 45 
5	0 7 8 10 31 33 41 43 46 47 
6	1 2 4 8 10 12 15 16 25 28 29 39 40 
7	5 10 11 12 19 20 21 22 23 24 25 28 32 37 40 41 42 43 44 45 49 
8	1 5 6 9 10 12 13 15 18 20 32 36 37 40 
9	0 2 8 10 15 19 26 29 30 36 40 41 45 46 
10	1 2 3 5 6 7 8 9 12 15 16 17 18 19 20 21 22 23 24 25 26 28 31 32 33 34 35 36 38 39 40 41 42 44 47 48 49 
11	7 12 15 24 26 28 30 34 41 46 
12	0 6 7 8 10 11 13 14 15 16 17 19 21 22 23 24 25 31 32 35 36 37 38 40 41 42 43 44 45 46 48 49 
13	8 12 17 18 20 26 29 30 36 40 41 44 
14	12 18 24 28 29 40 46 
15	3 6 8 9 10 11 12 24 25 33 35 36 42 44 45 
16	6 10 12 17 31 32 34 37 46 
17	0 2 3 10 12 13 16 28 30 36 37 41 42 45 47 48 
18	0 3 4 8 10 13 14 28 31 34 40 44 45 48 
19	4 7 9 10 12 25 39 40 44 46 49 
20	1 4 7 8 10 13 23 34 38 39 40 41 44 46 47 
21	2 3 7 10 12 23 24 28 43 
22	0 7 10 12 23 29 45 49 
23	1 7 10 12 20 21 22 27 36 42 45 47 
24	4 7 10 11 12 14 15 21 35 39 40 46 48 
25	6 7 10 12 15 19 27 30 31 34 39 44 46 47 
26	9 10 11 13 28 31 37 45 
27	23 25 33 34 37 46 
28	0 6 7 10 11 14 17 18 21 26 38 40 45 46 47 
29	6 9 13 14 22 33 
30	0 3 9 11 13 17 25 31 42 46 47 
31	5 10 12 16 18 25 26 30 33 37 38 45 47 48 49 
32	0 1 4 7 8 10 12 16 35 36 37 45 46 
33	2 3 5 10 15 27 29 31 34 36 40 45 49 
34	10 11 16 18 20 25 27 33 36 38 39 41 43 45 46 47 
35	10 12 15 24 32 40 41 43 46 47 48 
36	1 8 9 10 12 13 15 17 23 32 33 34 46 
37	4 7 8 12 16 17 26 27 31 32 39 41 42 46 48 
38	3 10 12 20 28 31 34 46 48 
39	2 6 10 19 20 24 25 34 37 
40	6 7 8 9 10 12 13 14 18 19 20 24 28 33 35 42 44 45 47 49 
41	2 5 7 9 10 11 12 13 17 20 34 35 37 
42	0 3 7 10 12 15 17 23 30 37 40 44 46 
43	5 7 12 21 34 35 45 46 
44	1 7 10 12 13 15 18 19 20 25 40 42 45 46 
45	0 4 7 9 12 15 17 18 22 23 26 28 31 32 33 34 40 43 44 46 
46	0 3 5 9 11 12 14 16 19 20 24 25 27 28 30 32 34 35 36 37 38 42 43 44 45 48 49 
47	5 10 17 20 23 25 28 30 31 34 35 40 
48	2 10 12 17 18 24 31 35 37 38 46 
49	2 7 10 12 19 22 31 33 40 46 

