50
0	7 15 17 27 30 32 34 47 
1	3 9 13 20 22 23 24 25 27 29 35 41 44 49 
2	3 7 11 13 15 16 18 22 24 31 32 33 39 40 
3	1 2 5 8 12 18 23 27 29 34 39 48 49 
4	9 10 11 16 27 41 42 46 47 
5	3 15 18 23 29 39 46 47 
6	11 21 23 28 32 34 39 
7	0 2 8 11 13 16 23 33 36 45 46 
8	3 7 11 13 14 20 22 24 25 27 28 29 30 31 35 36 43 46 49 
9	1 4 11 15 31 35 36 37 42 43 46 48 
10	4 11 12 18 21 22 33 35 36 
11	2 4 6 7 8 9 10 12 15 36 41 42 44 47 
12	3 10 11 16 18 22 23 25 31 34 36 37 38 45 
13	1 2 7 8 21 22 25 26 29 30 31 32 43 45 46 49 
14	8 16 29 32 34 43 
15	0 2 5 9 11 23 32 38 39 40 
16	2 4 7 12 14 21 23 24 25 30 31 32 36 37 44 46 49 
17	0 21 22 25 30 34 37 39 40 
18	2 3 5 10 12 23 24 29 30 32 34 
19	21 25 26 27 29 36 43 45 
20	1 8 21 32 33 39 
21	6 10 13 16 17 19 20 24 29 32 48 
22	1 2 8 10 12 13 17 24 25 26 32 34 35 39 
23	1 3 5 6 7 12 15 16 18 25 26 36 37 38 40 41 
24	1 2 8 16 18 21 22 29 36 39 41 
25	1 8 12 13 16 17 19 22 23 28 29 33 36 37 38 42 45 
26	13 19 22 23 38 
27	0 1 3 4 8 19 35 38 39 49 
28	6 8 25 29 33 36 40 47 
29	1 3 5 8 13 14 18 19 21 24 25 28 31 36 39 48 
30	0 8 13 16 17 18 31 38 41 43 45 49 
31	2 8 9 12 13 16 29 30 36 45 
32	0 2 6 13 14 15 16 18 20 21 22 34 36 42 44 46 49 
33	2 7 10 20 25 28 36 37 42 43 
34	0 3 6 12 14 17 18 22 32 36 37 
35	1 8 9 10 22 27 37 38 42 
36	7 8 9 10 11 12 16 19 23 24 25 28 29 31 32 33 34 46 48 
37	9 12 16 17 23 25 33 34 35 
38	12 15 23 25 26 27 30 35 43 46 47 
39	2 3 5 6 15 17 20 22 24 27 29 40 44 
40	2 15 17 23 28 39 
41	1 4 11 23 24 30 
42	4 9 11 25 32 33 35 43 44 45 46 49 
43	8 9 13 14 19 30 33 38 42 
44	1 11 16 32 39 42 
45	7 12 13 19 25 30 31 42 
46	4 5 7 8 9 13 16 32 36 38 42 47 
47	0 4 5 11 28 38 46 48 49 
48	3 9 21 29 36 47 
49	1 3 8 13 16 27 30 32 42 47 

